Team,VenueName,City,State,Round,DistanceMiles,AdvantageScore
Kent State,INTRUST Bank Arena,Wichita,KS,First/Second,884.9,0.2288
Gardner-Webb,INTRUST Bank Arena,Wichita,KS,First/Second,885.2,0.2287
Utah Tech,INTRUST Bank Arena,Wichita,KS,First/Second,891.0,0.2265
Montana State,INTRUST Bank Arena,Wichita,KS,First/Second,896.3,0.2245
Florida State,INTRUST Bank Arena,Wichita,KS,First/Second,897.0,0.2243
Florida A&M,INTRUST Bank Arena,Wichita,KS,First/Second,898.2,0.2238
Youngstown State,INTRUST Bank Arena,Wichita,KS,First/Second,919.9,0.2158
Radford,INTRUST Bank Arena,Wichita,KS,First/Second,920.5,0.2157
Winthrop,INTRUST Bank Arena,Wichita,KS,First/Second,925.8,0.2138
Virginia Tech,INTRUST Bank Arena,Wichita,KS,First/Second,926.4,0.2135
Charlotte,INTRUST Bank Arena,Wichita,KS,First/Second,935.0,0.2105
Robert Morris,INTRUST Bank Arena,Wichita,KS,First/Second,936.9,0.2098
West Virginia,INTRUST Bank Arena,Wichita,KS,First/Second,945.6,0.2068
South Carolina,INTRUST Bank Arena,Wichita,KS,First/Second,946.8,0.2064
Wake Forest,INTRUST Bank Arena,Wichita,KS,First/Second,947.0,0.2063
Duquesne,INTRUST Bank Arena,Wichita,KS,First/Second,947.6,0.2061
Pittsburgh,INTRUST Bank Arena,Wichita,KS,First/Second,949.3,0.2055
Georgia Southern,INTRUST Bank Arena,Wichita,KS,First/Second,950.0,0.2053
Mercyhurst,INTRUST Bank Arena,Wichita,KS,First/Second,963.3,0.2008
High Point,INTRUST Bank Arena,Wichita,KS,First/Second,964.7,0.2003
South Carolina State,INTRUST Bank Arena,Wichita,KS,First/Second,968.7,0.199
UNC Greensboro,INTRUST Bank Arena,Wichita,KS,First/Second,973.3,0.1975
VMI,INTRUST Bank Arena,Wichita,KS,First/Second,976.3,0.1965
Nevada-Las Vegas,INTRUST Bank Arena,Wichita,KS,First/Second,988.8,0.1924
Elon,INTRUST Bank Arena,Wichita,KS,First/Second,989.6,0.1922
Liberty,INTRUST Bank Arena,Wichita,KS,First/Second,994.8,0.1905
James Madison,INTRUST Bank Arena,Wichita,KS,First/Second,1004.0,0.1876
North Carolina A&T,INTRUST Bank Arena,Wichita,KS,First/Second,1016.1,0.1839
North Carolina,INTRUST Bank Arena,Wichita,KS,First/Second,1017.1,0.1836
Duke,INTRUST Bank Arena,Wichita,KS,First/Second,1021.6,0.1822
Florida,INTRUST Bank Arena,Wichita,KS,First/Second,1022.9,0.1818
Charleston Southern,INTRUST Bank Arena,Wichita,KS,First/Second,1023.9,0.1815
Memphis,INTRUST Bank Arena,Wichita,KS,First/Second,1024.3,0.1814
North Carolina Central,INTRUST Bank Arena,Wichita,KS,First/Second,1024.6,0.1813
Virginia,INTRUST Bank Arena,Wichita,KS,First/Second,1025.4,0.1811
Niagara,INTRUST Bank Arena,Wichita,KS,First/Second,1030.8,0.1794
Jacksonville,INTRUST Bank Arena,Wichita,KS,First/Second,1031.1,0.1793
Canisius,INTRUST Bank Arena,Wichita,KS,First/Second,1036.0,0.1779
Longwood,INTRUST Bank Arena,Wichita,KS,First/Second,1036.2,0.1778
Buffalo,INTRUST Bank Arena,Wichita,KS,First/Second,1038.1,0.1772
NC State,INTRUST Bank Arena,Wichita,KS,First/Second,1039.8,0.1768
St. Bonaventure,INTRUST Bank Arena,Wichita,KS,First/Second,1041.9,0.1761
Campbell,INTRUST Bank Arena,Wichita,KS,First/Second,1042.1,0.1761
Montana,INTRUST Bank Arena,Wichita,KS,First/Second,1056.8,0.1718
Coastal Carolina,INTRUST Bank Arena,Wichita,KS,First/Second,1059.9,0.1709
Penn State,INTRUST Bank Arena,Wichita,KS,First/Second,1061.0,0.1706
Boise State,INTRUST Bank Arena,Wichita,KS,First/Second,1067.3,0.1688
Virginia Commonwealth,INTRUST Bank Arena,Wichita,KS,First/Second,1085.8,0.1637
George Mason,INTRUST Bank Arena,Wichita,KS,First/Second,1087.0,0.1634
North Florida,INTRUST Bank Arena,Wichita,KS,First/Second,1088.3,0.163
South Florida,INTRUST Bank Arena,Wichita,KS,First/Second,1088.4,0.163
Navy,INTRUST Bank Arena,Wichita,KS,First/Second,1095.5,0.1611
American,INTRUST Bank Arena,Wichita,KS,First/Second,1098.5,0.1603
Stetson,INTRUST Bank Arena,Wichita,KS,First/Second,1098.9,0.1602
Georgetown,INTRUST Bank Arena,Wichita,KS,First/Second,1099.3,0.1601
George Washington,INTRUST Bank Arena,Wichita,KS,First/Second,1100.8,0.1597
Howard,INTRUST Bank Arena,Wichita,KS,First/Second,1102.2,0.1593
Bethune-Cookman,INTRUST Bank Arena,Wichita,KS,First/Second,1104.6,0.1587
East Carolina,INTRUST Bank Arena,Wichita,KS,First/Second,1106.9,0.158
Bucknell,INTRUST Bank Arena,Wichita,KS,First/Second,1113.0,0.1565
Maryland-Baltimore County,INTRUST Bank Arena,Wichita,KS,First/Second,1118.3,0.1551
Coppin State,INTRUST Bank Arena,Wichita,KS,First/Second,1121.0,0.1544
UCF,INTRUST Bank Arena,Wichita,KS,First/Second,1122.3,0.1541
Towson,INTRUST Bank Arena,Wichita,KS,First/Second,1123.0,0.1539
Loyola (MD),INTRUST Bank Arena,Wichita,KS,First/Second,1123.2,0.1538
Morgan State,INTRUST Bank Arena,Wichita,KS,First/Second,1124.9,0.1534
William & Mary,INTRUST Bank Arena,Wichita,KS,First/Second,1128.1,0.1526
Cornell,INTRUST Bank Arena,Wichita,KS,First/Second,1147.2,0.1478
UC Riverside,INTRUST Bank Arena,Wichita,KS,First/Second,1147.7,0.1477
Hampton,INTRUST Bank Arena,Wichita,KS,First/Second,1151.4,0.1467
California Baptist,INTRUST Bank Arena,Wichita,KS,First/Second,1153.2,0.1463
Old Dominion,INTRUST Bank Arena,Wichita,KS,First/Second,1154.4,0.146
Norfolk State,INTRUST Bank Arena,Wichita,KS,First/Second,1157.4,0.1453
San Diego State,INTRUST Bank Arena,Wichita,KS,First/Second,1162.2,0.1441
UC San Diego,INTRUST Bank Arena,Wichita,KS,First/Second,1167.7,0.1428
San Diego,INTRUST Bank Arena,Wichita,KS,First/Second,1168.0,0.1428
Delaware,INTRUST Bank Arena,Wichita,KS,First/Second,1169.0,0.1425
Binghamton,INTRUST Bank Arena,Wichita,KS,First/Second,1169.0,0.1425
Syracuse,INTRUST Bank Arena,Wichita,KS,First/Second,1172.3,0.1417
Maryland-Eastern Shore,INTRUST Bank Arena,Wichita,KS,First/Second,1177.3,0.1406
Cal State Fullerton,INTRUST Bank Arena,Wichita,KS,First/Second,1179.1,0.1401
Idaho,INTRUST Bank Arena,Wichita,KS,First/Second,1180.5,0.1398
Queens (NC),INTRUST Bank Arena,Wichita,KS,First/Second,1180.5,0.1398
Delaware State,INTRUST Bank Arena,Wichita,KS,First/Second,1180.9,0.1397
UC Irvine,INTRUST Bank Arena,Wichita,KS,First/Second,1182.1,0.1394
Washington State,INTRUST Bank Arena,Wichita,KS,First/Second,1186.4,0.1384
Lehigh,INTRUST Bank Arena,Wichita,KS,First/Second,1190.2,0.1376
Villanova,INTRUST Bank Arena,Wichita,KS,First/Second,1191.0,0.1374
Florida Gulf Coast,INTRUST Bank Arena,Wichita,KS,First/Second,1193.1,0.1369
Long Beach State,INTRUST Bank Arena,Wichita,KS,First/Second,1193.9,0.1367
Saint Joseph's,INTRUST Bank Arena,Wichita,KS,First/Second,1196.3,0.1362
Southern California,INTRUST Bank Arena,Wichita,KS,First/Second,1197.8,0.1358
Southern,INTRUST Bank Arena,Wichita,KS,First/Second,1197.8,0.1358
Colgate,INTRUST Bank Arena,Wichita,KS,First/Second,1198.5,0.1357
Pennsylvania,INTRUST Bank Arena,Wichita,KS,First/Second,1198.7,0.1356
Drexel,INTRUST Bank Arena,Wichita,KS,First/Second,1199.0,0.1356
Temple,INTRUST Bank Arena,Wichita,KS,First/Second,1200.8,0.1352
La Salle,INTRUST Bank Arena,Wichita,KS,First/Second,1200.9,0.1351
UCLA,INTRUST Bank Arena,Wichita,KS,First/Second,1205.6,0.1341
Loyola Marymount,INTRUST Bank Arena,Wichita,KS,First/Second,1206.2,0.1339
Cal State Northridge,INTRUST Bank Arena,Wichita,KS,First/Second,1206.2,0.1339
Mount St. Mary's,INTRUST Bank Arena,Wichita,KS,First/Second,1207.2,0.1337
Nevada,INTRUST Bank Arena,Wichita,KS,First/Second,1217.5,0.1314
Rider,INTRUST Bank Arena,Wichita,KS,First/Second,1223.0,0.1302
Gonzaga,INTRUST Bank Arena,Wichita,KS,First/Second,1225.1,0.1298
Eastern Washington,INTRUST Bank Arena,Wichita,KS,First/Second,1227.2,0.1293
Princeton,INTRUST Bank Arena,Wichita,KS,First/Second,1227.4,0.1293
Fresno State,INTRUST Bank Arena,Wichita,KS,First/Second,1230.8,0.1286
Rutgers,INTRUST Bank Arena,Wichita,KS,First/Second,1239.9,0.1266
Seton Hall,INTRUST Bank Arena,Wichita,KS,First/Second,1249.9,0.1245
NJIT,INTRUST Bank Arena,Wichita,KS,First/Second,1253.4,0.1238
Saint Peter's,INTRUST Bank Arena,Wichita,KS,First/Second,1259.0,0.1227
Monmouth,INTRUST Bank Arena,Wichita,KS,First/Second,1261.7,0.1221
Columbia,INTRUST Bank Arena,Wichita,KS,First/Second,1264.9,0.1215
Manhattan,INTRUST Bank Arena,Wichita,KS,First/Second,1265.0,0.1214
Davidson,INTRUST Bank Arena,Wichita,KS,First/Second,1268.1,0.1208
Fordham,INTRUST Bank Arena,Wichita,KS,First/Second,1269.0,0.1206
Marist,INTRUST Bank Arena,Wichita,KS,First/Second,1270.3,0.1204
St. John's (NY),INTRUST Bank Arena,Wichita,KS,First/Second,1273.6,0.1197
Iona,INTRUST Bank Arena,Wichita,KS,First/Second,1274.5,0.1195
UC Santa Barbara,INTRUST Bank Arena,Wichita,KS,First/Second,1274.7,0.1195
Florida Atlantic,INTRUST Bank Arena,Wichita,KS,First/Second,1282.8,0.1179
Albany (NY),INTRUST Bank Arena,Wichita,KS,First/Second,1283.1,0.1178
Hofstra,INTRUST Bank Arena,Wichita,KS,First/Second,1283.6,0.1177
Florida International,INTRUST Bank Arena,Wichita,KS,First/Second,1289.5,0.1166
Miami (FL),INTRUST Bank Arena,Wichita,KS,First/Second,1295.7,0.1154
Fairfield,INTRUST Bank Arena,Wichita,KS,First/Second,1302.7,0.114
Cal Poly,INTRUST Bank Arena,Wichita,KS,First/Second,1303.1,0.114
Sacred Heart,INTRUST Bank Arena,Wichita,KS,First/Second,1303.6,0.1139
Sacramento State,INTRUST Bank Arena,Wichita,KS,First/Second,1307.0,0.1132
Stony Brook,INTRUST Bank Arena,Wichita,KS,First/Second,1309.1,0.1128
Yale,INTRUST Bank Arena,Wichita,KS,First/Second,1316.9,0.1114
New Haven,INTRUST Bank Arena,Wichita,KS,First/Second,1318.4,0.1111
Quinnipiac,INTRUST Bank Arena,Wichita,KS,First/Second,1322.5,0.1103
UC Davis,INTRUST Bank Arena,Wichita,KS,First/Second,1327.2,0.1095
Central Connecticut State,INTRUST Bank Arena,Wichita,KS,First/Second,1330.2,0.1089
Vermont,INTRUST Bank Arena,Wichita,KS,First/Second,1335.6,0.108
San Jose State,INTRUST Bank Arena,Wichita,KS,First/Second,1342.0,0.1068
Santa Clara,INTRUST Bank Arena,Wichita,KS,First/Second,1344.8,0.1063
California,INTRUST Bank Arena,Wichita,KS,First/Second,1356.2,0.1043
Stanford,INTRUST Bank Arena,Wichita,KS,First/Second,1356.6,0.1042
Connecticut,INTRUST Bank Arena,Wichita,KS,First/Second,1357.4,0.1041
Dartmouth,INTRUST Bank Arena,Wichita,KS,First/Second,1369.7,0.102
San Francisco,INTRUST Bank Arena,Wichita,KS,First/Second,1370.6,0.1018
Holy Cross,INTRUST Bank Arena,Wichita,KS,First/Second,1382.1,0.0999
Bryant,INTRUST Bank Arena,Wichita,KS,First/Second,1394.4,0.0979
Providence,INTRUST Bank Arena,Wichita,KS,First/Second,1399.3,0.0971
Brown,INTRUST Bank Arena,Wichita,KS,First/Second,1400.6,0.0969
Rhode Island,INTRUST Bank Arena,Wichita,KS,First/Second,1400.7,0.0969
Merrimack,INTRUST Bank Arena,Wichita,KS,First/Second,1405.6,0.0961
Oregon,INTRUST Bank Arena,Wichita,KS,First/Second,1408.2,0.0957
Massachusetts-Lowell,INTRUST Bank Arena,Wichita,KS,First/Second,1409.5,0.0955
Portland State,INTRUST Bank Arena,Wichita,KS,First/Second,1409.7,0.0954
Portland,INTRUST Bank Arena,Wichita,KS,First/Second,1409.7,0.0954
Boston College,INTRUST Bank Arena,Wichita,KS,First/Second,1415.2,0.0945
Harvard,INTRUST Bank Arena,Wichita,KS,First/Second,1417.7,0.0942
Stonehill,INTRUST Bank Arena,Wichita,KS,First/Second,1418.4,0.094
Boston University,INTRUST Bank Arena,Wichita,KS,First/Second,1418.6,0.094
Massachusetts,INTRUST Bank Arena,Wichita,KS,First/Second,1419.0,0.094
Northeastern,INTRUST Bank Arena,Wichita,KS,First/Second,1419.2,0.0939
Oregon State,INTRUST Bank Arena,Wichita,KS,First/Second,1424.6,0.0931
Pacific,INTRUST Bank Arena,Wichita,KS,First/Second,1429.8,0.0923
New Hampshire,INTRUST Bank Arena,Wichita,KS,First/Second,1431.5,0.092
Seattle,INTRUST Bank Arena,Wichita,KS,First/Second,1434.1,0.0916
Washington,INTRUST Bank Arena,Wichita,KS,First/Second,1434.3,0.0916
Long Island University,INTRUST Bank Arena,Wichita,KS,First/Second,1499.9,0.0821
Maine,INTRUST Bank Arena,Wichita,KS,First/Second,1559.9,0.0743
St. Thomas,INTRUST Bank Arena,Wichita,KS,First/Second,1667.5,0.0621
Saint Mary's,INTRUST Bank Arena,Wichita,KS,First/Second,1805.8,0.0493
Hawaii,INTRUST Bank Arena,Wichita,KS,First/Second,3743.5,0.002
Richmond,INTRUST Bank Arena,Wichita,KS,First/Second,4512.4,0.0005
Pepperdine,INTRUST Bank Arena,Wichita,KS,First/Second,4515.3,0.0005
Maryland,INTRUST Bank Arena,Wichita,KS,First/Second,5079.6,0.0002
Siena,INTRUST Bank Arena,Wichita,KS,First/Second,5277.6,0.0002
Wagner,INTRUST Bank Arena,Wichita,KS,First/Second,5649.8,0.0001
Presbyterian,INTRUST Bank Arena,Wichita,KS,First/Second,6592.5,0.0
FDU,INTRUST Bank Arena,Wichita,KS,First/Second,6998.6,0.0
Army,INTRUST Bank Arena,Wichita,KS,First/Second,7051.5,0.0
Saint Francis (PA),INTRUST Bank Arena,Wichita,KS,First/Second,8309.3,0.0
Detroit Mercy,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,6.6,0.9891
Oakland,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,23.8,0.9611
Eastern Michigan,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,29.7,0.9517
Michigan,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,33.6,0.9455
Toledo,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,55.2,0.9121
Bowling Green,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,72.7,0.8859
Michigan State,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,76.7,0.8799
Cleveland State,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,91.6,0.8584
Akron,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,118.3,0.8211
Kent State,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,121.1,0.8173
Central Michigan,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,122.2,0.8158
Western Michigan,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,130.6,0.8044
Purdue Fort Wayne,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,135.2,0.7982
Youngstown State,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,150.6,0.778
Mercyhurst,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,154.4,0.7731
Ohio State,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,161.4,0.7642
Notre Dame,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,169.2,0.7543
Wright State,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,184.2,0.7357
Dayton,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,189.1,0.7296
Ball State,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,191.4,0.7268
Robert Morris,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,193.6,0.7242
Duquesne,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,206.0,0.7094
Miami (OH),Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,206.2,0.7091
Memphis,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,206.9,0.7084
Pittsburgh,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,207.0,0.7082
Niagara,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,211.3,0.7032
Valparaiso,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,213.9,0.7001
Ohio,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,214.3,0.6996
Canisius,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,217.4,0.6961
Buffalo,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,219.4,0.6938
Xavier,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,232.5,0.6788
St. Bonaventure,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,234.8,0.6762
Illinois-Chicago,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,236.2,0.6746
Cincinnati,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,236.4,0.6744
Butler,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,237.1,0.6736
DePaul,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,237.2,0.6735
Northwestern,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,237.3,0.6734
Chicago State,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,237.6,0.673
Northern Kentucky,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,240.1,0.6702
Purdue,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,240.2,0.6701
IU Indy,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,240.6,0.6697
West Virginia,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,247.2,0.6623
Milwaukee,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,250.2,0.659
Marquette,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,252.1,0.6569
Marshall,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,272.7,0.6348
Indiana,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,283.4,0.6235
Green Bay,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,287.2,0.6197
Morehead State,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,287.7,0.6191
Penn State,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,288.0,0.6188
Northern Illinois,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,294.7,0.6119
Indiana State,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,301.6,0.6049
Kentucky,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,307.7,0.5988
Illinois,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,310.8,0.5957
Bellarmine,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,317.2,0.5894
Louisville,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,318.7,0.5879
Eastern Kentucky,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,325.0,0.5817
Wisconsin,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,327.6,0.5793
Bucknell,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,332.5,0.5746
Eastern Illinois,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,332.6,0.5745
Illinois State,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,333.0,0.574
Cornell,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,335.5,0.5717
James Madison,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,348.2,0.5597
Syracuse,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,355.3,0.5531
Bradley,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,357.7,0.5509
Binghamton,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,362.9,0.5462
VMI,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,368.0,0.5416
Virginia Tech,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,380.2,0.5307
Virginia,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,381.9,0.5291
Evansville,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,383.2,0.528
Radford,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,383.4,0.5279
Colgate,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,383.7,0.5276
George Mason,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,386.8,0.5248
Southern Indiana,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,388.7,0.5232
American,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,391.2,0.521
Georgetown,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,393.0,0.5194
Towson,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,393.3,0.5192
Coppin State,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,394.4,0.5182
Maryland-Baltimore County,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,394.5,0.5182
George Washington,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,394.6,0.5181
Howard,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,394.8,0.5179
Loyola (MD),Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,394.9,0.5178
Morgan State,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,396.4,0.5165
Liberty,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,401.9,0.5118
Western Kentucky,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,411.9,0.5034
Lehigh,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,414.9,0.5008
Western Illinois,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,415.7,0.5002
East Tennessee State,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,418.8,0.4976
Delaware,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,422.6,0.4945
Longwood,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,426.3,0.4914
Appalachian State,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,429.8,0.4885
Villanova,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,431.3,0.4873
Saint Joseph's,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,437.3,0.4825
Iowa,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,438.4,0.4816
La Salle,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,440.4,0.48
Pennsylvania,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,440.9,0.4796
Drexel,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,440.9,0.4796
Temple,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,441.8,0.4788
Tennessee,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,443.9,0.4772
Virginia Commonwealth,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,444.5,0.4767
Tennessee Tech,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,445.7,0.4757
Delaware State,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,449.3,0.4729
Lindenwood,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,450.8,0.4718
Wake Forest,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,453.9,0.4693
Rider,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,454.2,0.4691
Saint Louis,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,455.6,0.468
Princeton,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,456.8,0.467
Southern Illinois,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,457.0,0.4669
Austin Peay,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,462.0,0.463
Rutgers,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,465.3,0.4605
UNC Greensboro,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,466.8,0.4593
Seton Hall,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,468.5,0.458
High Point,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,469.5,0.4572
Marist,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,469.8,0.457
Albany (NY),Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,470.4,0.4566
Elon,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,470.8,0.4563
Tennessee State,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,471.7,0.4556
NJIT,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,471.9,0.4554
Vanderbilt,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,472.7,0.4548
Belmont,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,473.2,0.4545
Lipscomb,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,475.0,0.4531
Saint Peter's,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,477.6,0.4512
Northern Iowa,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,479.7,0.4496
Columbia,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,481.5,0.4482
Manhattan,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,481.5,0.4482
Maryland-Eastern Shore,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,481.7,0.448
Middle Tennessee,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,482.2,0.4477
Davidson,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,483.5,0.4467
Fordham,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,484.4,0.446
Murray State,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,485.1,0.4455
William & Mary,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,485.3,0.4454
North Carolina A&T,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,485.7,0.4451
Western Carolina,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,485.9,0.445
Southeast Missouri State,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,488.0,0.4434
Iona,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,488.3,0.4432
Duke,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,490.2,0.4418
Monmouth,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,490.5,0.4416
St. John's (NY),Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,491.7,0.4407
North Carolina Central,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,493.0,0.4397
North Carolina,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,493.6,0.4393
Gardner-Webb,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,495.7,0.4377
Hofstra,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,501.5,0.4335
Charlotte,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,501.8,0.4333
South Carolina Upstate,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,510.5,0.427
